x_by_lambda_0  z_by_lambda_0  rel_err_db 
0.136644834930  458.159766905449  -254.591458113197  
0.136644834930  535.566691770690  -242.101245364525  
0.136644834930  626.051657201482  -255.333690180488  
0.136644834930  731.824221907617  -248.786568219067  
0.136644834930  855.467253556569  -242.931751847481  
0.136644834930  1000.000000000000  -236.181560655984  

0.159731228006  0.100000000000  -278.130453417416  
0.159731228006  0.116895181650  -295.317252670380  
0.159731228006  0.136644834930  -277.535763935180  
0.159731228006  0.159731228006  -296.319293320643  
0.159731228006  0.186718109129  -300.056801605073  
0.159731228006  0.218264472840  -299.187302787751  
0.159731228006  0.255140652003  -299.811261738621  
0.159731228006  0.298247128622  -308.201777163063  
0.159731228006  0.348636522768  -309.875594526900  
0.159731228006  0.407539296587  -311.279301036836  
0.159731228006  0.476393801040  -316.499566549281  
0.159731228006  0.556881399095  -307.875588948818  
0.159731228006  0.650967523046  -304.460669511056  
0.159731228006  0.760949668546  -310.809641498246  
0.159731228006  0.889513497311  -307.992726623149  
0.159731228006  1.039798418481  -305.858957138397  
0.159731228006  1.215474250076  -309.256398508062  
0.159731228006  1.420830832534  -297.880378861263  
0.159731228006  1.660882782628  -324.708045413319  
0.159731228006  1.941491945744  -299.707920006127  
0.159731228006  2.269510536695  -298.638864688842  
0.159731228006  2.652948464432  -289.377294655460  
0.159731228006  3.101168926575  -301.459495808440  
0.159731228006  3.625117049989  -297.315364797699  
0.159731228006  4.237587160604  -294.970999103910  
0.159731228006  4.953535208959  -284.145251782580  
0.159731228006  5.790443980602  -290.072594971799  
0.159731228006  6.768750009459  -285.853559720781  
0.159731228006  7.912342618981  -293.552657795109  
0.159731228006  9.249147277217  -290.273106265325  
0.159731228006  10.811807510766  -277.612296770201  
0.159731228006  12.638482029343  -279.396541485683  
0.159731228006  14.773776525985  -279.662154056837  
0.159731228006  17.269832906594  -285.195417761647  
0.159731228006  20.187602546790  -275.506462668622  
0.159731228006  23.598334667822  -283.551177735324  
0.159731228006  27.585316176292  -291.518705570345  
0.159731228006  32.245905452964  -272.439478698964  
0.159731228006  37.693909753884  -277.245364567463  
0.159731228006  44.062364277736  -266.774752222833  
0.159731228006  51.506780761681  -272.091093134281  
0.159731228006  60.208944933361  -266.207253399079  
0.159731228006  70.381355549316  -262.974545397756  
0.159731228006  82.272413417005  -269.978084422009  
0.159731228006  96.172487111530  -276.831931801790  
0.159731228006  112.421003506209  -272.188204309840  
0.159731228006  131.414736261176  -260.840389439651  
0.159731228006  153.617494667183  -259.931452721500  
0.159731228006  179.571449437164  -254.428347724821  
0.159731228006  209.910372010855  -265.274677050884  
0.159731228006  245.375110663982  -250.999358849065  
0.159731228006  286.831681334201  -257.795393384270  
0.159731228006  335.292414924956  -249.439011272623  
0.159731228006  391.940677484722  -247.405092986128  
0.159731228006  458.159766905449  -250.468908799884  
0.159731228006  535.566691770690  -249.967018840624  
0.159731228006  626.051657201482  -255.434806311880  
0.159731228006  731.824221907617  -251.025527081063  
0.159731228006  855.467253556569  -246.511797059328  
0.159731228006  1000.000000000000  -242.188628063003  

0.186718109129  0.100000000000  -256.204722568083  
0.186718109129  0.116895181650  -272.740751136818  
0.186718109129  0.136644834930  -284.481729117167  
0.186718109129  0.159731228006  -286.702394968594  
0.186718109129  0.186718109129  -284.872946425608  
0.186718109129  0.218264472840  -285.670043000662  
0.186718109129  0.255140652003  -312.063829323729  
0.186718109129  0.298247128622  -313.175576512234  
0.186718109129  0.348636522768  -308.010900650388  
0.186718109129  0.407539296587  -315.051787461264  
0.186718109129  0.476393801040  -303.998825327901  
0.186718109129  0.556881399095  -312.704763250617  
0.186718109129  0.650967523046  -305.875076853159  
0.186718109129  0.760949668546  -304.829389806745  
0.186718109129  0.889513497311  -299.666371016387  
0.186718109129  1.039798418481  -308.677994246318  
0.186718109129  1.215474250076  -308.327698155165  
0.186718109129  1.420830832534  -301.683910830759  
0.186718109129  1.660882782628  -304.048905159360  
0.186718109129  1.941491945744  -301.310913383370  
0.186718109129  2.269510536695  -301.836534258659  
0.186718109129  2.652948464432  -313.669072848375  
0.186718109129  3.101168926575  -295.924020359408  
0.186718109129  3.625117049989  -298.089144612495  
0.186718109129  4.237587160604  -310.478657257762  
0.186718109129  4.953535208959  -298.212052301094  
0.186718109129  5.790443980602  -300.459511029291  
0.186718109129  6.768750009459  -310.603135728406  
0.186718109129  7.912342618981  -290.492846559176  
0.186718109129  9.249147277217  -285.173300472258  
0.186718109129  10.811807510766  -278.509268342595  
0.186718109129  12.638482029343  -286.489445416088  
0.186718109129  14.773776525985  -285.286062237355  
0.186718109129  17.269832906594  -280.849401217700  
0.186718109129  20.187602546790  -284.407446349302  
0.186718109129  23.598334667822  -272.196838418343  
0.186718109129  27.585316176292  -285.850125380843  
0.186718109129  32.245905452964  -272.528390190707  
0.186718109129  37.693909753884  -298.789117632763  
0.186718109129  44.062364277736  -280.663363378115  
0.186718109129  51.506780761681  -269.619358612151  
0.186718109129  60.208944933361  -264.892855173919  
0.186718109129  70.381355549316  -265.037859218441  
0.186718109129  82.272413417005  -266.559618303025  
0.186718109129  96.172487111530  -262.443493221666  
0.186718109129  112.421003506209  -277.984000585546  
0.186718109129  131.414736261176  -261.813797638412  
0.186718109129  153.617494667183  -257.675966119128  
0.186718109129  179.571449437164  -252.262249693089  
0.186718109129  209.910372010855  -261.572459871572  
0.186718109129  245.375110663982  -254.191561467161  
0.186718109129  286.831681334201  -255.483917132112  
0.186718109129  335.292414924956  -252.384497389841  
0.186718109129  391.940677484722  -245.352333922623  
0.186718109129  458.159766905449  -259.643822777865  
0.186718109129  535.566691770690  -246.878045817146  
0.186718109129  626.051657201482  -257.988165621551  
0.186718109129  731.824221907617  -248.241598828763  
0.186718109129  855.467253556569  -247.230435360586  
0.186718109129  1000.000000000000  -241.573225261310  

0.218264472840  0.100000000000  -264.960229417311  
0.218264472840  0.116895181650  -268.080181164795  
0.218264472840  0.136644834930  -263.022596024749  
0.218264472840  0.159731228006  -267.490723908174  
0.218264472840  0.186718109129  -267.599831335686  
0.218264472840  0.218264472840  -296.634372068803  
0.218264472840  0.255140652003  -308.531178103571  
0.218264472840  0.298247128622  -310.196371895865  
0.218264472840  0.348636522768  -307.669910829136  
0.218264472840  0.407539296587  -310.804701926706  
0.218264472840  0.476393801040  -310.668623721039  
0.218264472840  0.556881399095  -310.438303063627  
0.218264472840  0.650967523046  -311.348831047227  
0.218264472840  0.760949668546  -312.153424585399  
0.218264472840  0.889513497311  -311.856043758194  
0.218264472840  1.039798418481  -310.566761786462  
0.218264472840  1.215474250076  -303.770181760417  
0.218264472840  1.420830832534  -300.332402160104  
0.218264472840  1.660882782628  -302.525229187234  
0.218264472840  1.941491945744  -308.713572869250  
0.218264472840  2.269510536695  -295.404152231894  
0.218264472840  2.652948464432  -305.599435665058  
0.218264472840  3.101168926575  -302.060081992338  
0.218264472840  3.625117049989  -293.239735981475  
0.218264472840  4.237587160604  -287.938587259291  
0.218264472840  4.953535208959  -302.680301682183  
0.218264472840  5.790443980602  -284.232988159878  
0.218264472840  6.768750009459  -285.333236823100  
0.218264472840  7.912342618981  -299.060198538354  
0.218264472840  9.249147277217  -284.532055459589  
0.218264472840  10.811807510766  -292.367141337767  
0.218264472840  12.638482029343  -278.509501708139  
0.218264472840  14.773776525985  -273.364147935953  
0.218264472840  17.269832906594  -276.799940195504  
0.218264472840  20.187602546790  -273.693579783923  
0.218264472840  23.598334667822  -273.653711916898  
0.218264472840  27.585316176292  -282.557203916051  
0.218264472840  32.245905452964  -274.194397206688  
0.218264472840  37.693909753884  -273.106522400578  
0.218264472840  44.062364277736  -265.859527596304  
0.218264472840  51.506780761681  -272.508282050346  
0.218264472840  60.208944933361  -276.173954306089  
0.218264472840  70.381355549316  -273.181081206104  
0.218264472840  82.272413417005  -256.015366668659  
0.218264472840  96.172487111530  -266.113175335226  
0.218264472840  112.421003506209  -268.519323976042  
0.218264472840  131.414736261176  -269.187874896947  
0.218264472840  153.617494667183  -268.406488916324  
0.218264472840  179.571449437164  -254.924824989745  
0.218264472840  209.910372010855  -269.675397835048  
0.218264472840  245.375110663982  -252.724429405151  
0.218264472840  286.831681334201  -260.543459257876  
0.218264472840  335.292414924956  -254.447819120945  
0.218264472840  391.940677484722  -254.896982889611  
0.218264472840  458.159766905449  -260.252415955980  
0.218264472840  535.566691770690  -244.653810337639  
0.218264472840  626.051657201482  -244.225196982215  
0.218264472840  731.824221907617  -248.199009397798  
0.218264472840  855.467253556569  -256.156599222681  
0.218264472840  1000.000000000000  -237.597836271905  

0.255140652003  0.100000000000  -253.198853941378  
0.255140652003  0.116895181650  -267.668922000814  
0.255140652003  0.136644834930  -284.712198906115  
0.255140652003  0.159731228006  -264.296463473004  
0.255140652003  0.186718109129  -286.130968653524  
0.255140652003  0.218264472840  -306.592977843409  
0.255140652003  0.255140652003  -291.988315895514  
0.255140652003  0.298247128622  -310.185545856821  
0.255140652003  0.348636522768  -307.160706004140  
0.255140652003  0.407539296587  -316.484312018734  
0.255140652003  0.476393801040  -328.479669593236  
0.255140652003  0.556881399095  -314.381122881043  
0.255140652003  0.650967523046  -304.201204470026  
0.255140652003  0.760949668546  -300.894665147328  
0.255140652003  0.889513497311  -310.797492382009  
0.255140652003  1.039798418481  -309.531011424724  
0.255140652003  1.215474250076  -329.771404055077  
0.255140652003  1.420830832534  -302.292570629278  
0.255140652003  1.660882782628  -302.266272587017  
0.255140652003  1.941491945744  -300.307435507681  
0.255140652003  2.269510536695  -300.646231561148  
0.255140652003  2.652948464432  -298.491810322673  
0.255140652003  3.101168926575  -301.165869678438  
0.255140652003  3.625117049989  -293.352983607364  
0.255140652003  4.237587160604  -292.666850480818  
0.255140652003  4.953535208959  -294.991938895731  
0.255140652003  5.790443980602  -288.133777393889  
0.255140652003  6.768750009459  -311.106372957268  
0.255140652003  7.912342618981  -282.580813784120  
0.255140652003  9.249147277217  -298.926611992618  
0.255140652003  10.811807510766  -293.281068158258  
0.255140652003  12.638482029343  -285.349190140030  
0.255140652003  14.773776525985  -282.068915666615  
0.255140652003  17.269832906594  -287.174311476406  
0.255140652003  20.187602546790  -281.246055115989  
0.255140652003  23.598334667822  -275.525851346327  
0.255140652003  27.585316176292  -273.353078565674  
0.255140652003  32.245905452964  -294.825570155864  
0.255140652003  37.693909753884  -280.018883768661  
0.255140652003  44.062364277736  -274.625336654989  
0.255140652003  51.506780761681  -270.392390219580  
0.255140652003  60.208944933361  -271.854081886690  
0.255140652003  70.381355549316  -270.677343137471  
0.255140652003  82.272413417005  -271.891150543016  
0.255140652003  96.172487111530  -263.773763306522  
0.255140652003  112.421003506209  -269.840011439827  
0.255140652003  131.414736261176  -261.728208621558  
0.255140652003  153.617494667183  -260.978687149201  
0.255140652003  179.571449437164  -259.697888381920  
0.255140652003  209.910372010855  -259.551569036780  
0.255140652003  245.375110663982  -263.643281034419  
0.255140652003  286.831681334201  -254.803598060208  
0.255140652003  335.292414924956  -248.547488950058  
0.255140652003  391.940677484722  -253.249750835250  
0.255140652003  458.159766905449  -251.785256941217  
0.255140652003  535.566691770690  -255.013740637101  
0.255140652003  626.051657201482  -247.931590551950  
0.255140652003  731.824221907617  -243.584405212443  
0.255140652003  855.467253556569  -258.081840239646  
0.255140652003  1000.000000000000  -249.479200232157  

0.298247128622  0.100000000000  -265.626534238082  
0.298247128622  0.116895181650  -245.822321824709  
0.298247128622  0.136644834930  -259.417547194585  
0.298247128622  0.159731228006  -272.008388134469  
0.298247128622  0.186718109129  -257.150145589329  
0.298247128622  0.218264472840  -272.540762492317  
0.298247128622  0.255140652003  -276.733279323322  
0.298247128622  0.298247128622  -285.666407928887  
0.298247128622  0.348636522768  -300.110784343526  
0.298247128622  0.407539296587  -301.590980573825  
0.298247128622  0.476393801040  -301.473499966435  
0.298247128622  0.556881399095  -300.031037780088  
0.298247128622  0.650967523046  -303.363773350263  
0.298247128622  0.760949668546  -302.214754809166  
0.298247128622  0.889513497311  -308.125441415974  
0.298247128622  1.039798418481  -322.451860135259  
0.298247128622  1.215474250076  -299.482762024024  
0.298247128622  1.420830832534  -316.374272025128  
0.298247128622  1.660882782628  -301.492659025591  
0.298247128622  1.941491945744  -303.996612157772  
0.298247128622  2.269510536695  -305.310685890181  
0.298247128622  2.652948464432  -288.331429962253  
0.298247128622  3.101168926575  -298.456462896595  
0.298247128622  3.625117049989  -288.000301892065  
0.298247128622  4.237587160604  -294.614288075077  
0.298247128622  4.953535208959  -307.281988511844  
0.298247128622  5.790443980602  -288.067721213650  
0.298247128622  6.768750009459  -307.926298332218  
0.298247128622  7.912342618981  -299.625386083649  
0.298247128622  9.249147277217  -285.616011351210  
0.298247128622  10.811807510766  -279.666742974899  
0.298247128622  12.638482029343  -278.213933338727  
0.298247128622  14.773776525985  -289.947107474266  
0.298247128622  17.269832906594  -284.481663796529  
0.298247128622  20.187602546790  -276.803184384620  
0.298247128622  23.598334667822  -277.736402835794  
0.298247128622  27.585316176292  -279.288701540988  
0.298247128622  32.245905452964  -286.743785142259  
0.298247128622  37.693909753884  -278.138836481365  
0.298247128622  44.062364277736  -272.382961010347  
0.298247128622  51.506780761681  -275.762136890624  
0.298247128622  60.208944933361  -267.618611600811  
0.298247128622  70.381355549316  -269.507531349607  
0.298247128622  82.272413417005  -271.682503456021  
0.298247128622  96.172487111530  -272.592828244282  
0.298247128622  112.421003506209  -267.048855749762  
0.298247128622  131.414736261176  -259.974547664080  
0.298247128622  153.617494667183  -260.675665534582  
0.298247128622  179.571449437164  -263.366693509229  
0.298247128622  209.910372010855  -261.011204215889  
0.298247128622  245.375110663982  -262.830864588393  
0.298247128622  286.831681334201  -257.138964653355  
0.298247128622  335.292414924956  -252.328631888923  
0.298247128622  391.940677484722  -249.997855784183  
0.298247128622  458.159766905449  -252.622048936336  
0.298247128622  535.566691770690  -249.576898410035  
0.298247128622  626.051657201482  -253.827493587004  
0.298247128622  731.824221907617  -252.781121406406  
0.298247128622  855.467253556569  -243.632938759748  
0.298247128622  1000.000000000000  -248.419238828397  

0.348636522768  0.100000000000  -259.249795566624  
0.348636522768  0.116895181650  -270.777877651039  
0.348636522768  0.136644834930  -284.207893050743  
0.348636522768  0.159731228006  -302.516058821008  
0.348636522768  0.186718109129  -280.664132999115  
0.348636522768  0.218264472840  -300.747544612366  
0.348636522768  0.255140652003  -312.362264873589  
0.348636522768  0.298247128622  -314.850213566710  
0.348636522768  0.348636522768  -318.395090601728  
0.348636522768  0.407539296587  -306.266914100383  
0.348636522768  0.476393801040  -315.671000380089  
0.348636522768  0.556881399095  -313.772447611954  
0.348636522768  0.650967523046  -304.367047854301  
0.348636522768  0.760949668546  -315.648658560984  
0.348636522768  0.889513497311  -308.183934131521  
0.348636522768  1.039798418481  -315.342834176896  
0.348636522768  1.215474250076  -299.385980911506  
0.348636522768  1.420830832534  -305.319262453029  
0.348636522768  1.660882782628  -302.180303884843  
0.348636522768  1.941491945744  -300.842537565058  
0.348636522768  2.269510536695  -304.135298699056  
0.348636522768  2.652948464432  -303.445837621194  
0.348636522768  3.101168926575  -303.141917670873  
0.348636522768  3.625117049989  -297.675325743722  
0.348636522768  4.237587160604  -296.393345901348  
0.348636522768  4.953535208959  -295.492230489398  
0.348636522768  5.790443980602  -292.743335506338  
0.348636522768  6.768750009459  -303.892474350696  
0.348636522768  7.912342618981  -297.458069997521  
0.348636522768  9.249147277217  -290.042848577564  
0.348636522768  10.811807510766  -286.477177371705  
0.348636522768  12.638482029343  -280.686783361758  
0.348636522768  14.773776525985  -289.628106776232  
0.348636522768  17.269832906594  -289.200471582228  
0.348636522768  20.187602546790  -274.360762863103  
0.348636522768  23.598334667822  -270.811661467999  
0.348636522768  27.585316176292  -283.163590998684  
0.348636522768  32.245905452964  -284.565896988697  
0.348636522768  37.693909753884  -280.681591096077  
0.348636522768  44.062364277736  -271.619570529937  
0.348636522768  51.506780761681  -273.280246541456  
0.348636522768  60.208944933361  -276.380174252367  
0.348636522768  70.381355549316  -279.588043696162  
0.348636522768  82.272413417005  -255.304503858989  
0.348636522768  96.172487111530  -265.121894354783  
0.348636522768  112.421003506209  -264.209934291376  
0.348636522768  131.414736261176  -260.482127503696  
0.348636522768  153.617494667183  -262.490750625167  
0.348636522768  179.571449437164  -256.919098580939  
0.348636522768  209.910372010855  -265.047311622659  
0.348636522768  245.375110663982  -265.377534112292  
0.348636522768  286.831681334201  -259.734931115705  
0.348636522768  335.292414924956  -247.510647921545  
0.348636522768  391.940677484722  -246.277329905121  
0.348636522768  458.159766905449  -248.939798591820  
0.348636522768  535.566691770690  -245.259137954314  
0.348636522768  626.051657201482  -248.805912700115  
0.348636522768  731.824221907617  -240.740162783359  
0.348636522768  855.467253556569  -248.108396836230  
0.348636522768  1000.000000000000  -250.564220950004  

0.407539296587  0.100000000000  -242.636493790585  
0.407539296587  0.116895181650  -252.302697117600  
0.407539296587  0.136644834930  -263.811098300221  
0.407539296587  0.159731228006  -277.282477310042  
0.407539296587  0.186718109129  -293.874932449247  
0.407539296587  0.218264472840  -274.747289159011  
0.407539296587  0.255140652003  -296.569836038696  
0.407539296587  0.298247128622  -323.047532496758  
0.407539296587  0.348636522768  -304.446449913207  
0.407539296587  0.407539296587  -312.357494277671  
0.407539296587  0.476393801040  -308.616523978817  
0.407539296587  0.556881399095  -302.010578962916  
0.407539296587  0.650967523046  -305.762464606551  
0.407539296587  0.760949668546  -311.401573026426  
0.407539296587  0.889513497311  -309.080936753570  
0.407539296587  1.039798418481  -312.632182592023  
0.407539296587  1.215474250076  -303.816568580519  
0.407539296587  1.420830832534  -308.600562205411  
0.407539296587  1.660882782628  -307.592153884189  
0.407539296587  1.941491945744  -298.732283100170  
0.407539296587  2.269510536695  -293.675017598546  
0.407539296587  2.652948464432  -298.300069961999  
0.407539296587  3.101168926575  -292.140307664199  
0.407539296587  3.625117049989  -302.350799027007  
0.407539296587  4.237587160604  -316.045873418533  
0.407539296587  4.953535208959  -292.685050201337  
0.407539296587  5.790443980602  -295.486688921134  
0.407539296587  6.768750009459  -308.037998967311  
0.407539296587  7.912342618981  -291.273257345943  
0.407539296587  9.249147277217  -287.729934425565  
0.407539296587  10.811807510766  -294.826925828335  
0.407539296587  12.638482029343  -299.863407809077  
0.407539296587  14.773776525985  -277.850033721285  
0.407539296587  17.269832906594  -279.391756634394  
0.407539296587  20.187602546790  -277.646827698984  
0.407539296587  23.598334667822  -288.705992249269  
0.407539296587  27.585316176292  -293.559103202980  
0.407539296587  32.245905452964  -290.338748269773  
0.407539296587  37.693909753884  -278.365734563951  
0.407539296587  44.062364277736  -275.872708969130  
0.407539296587  51.506780761681  -277.916915323688  
0.407539296587  60.208944933361  -274.487640885159  
0.407539296587  70.381355549316  -270.656512436174  
0.407539296587  82.272413417005  -276.487090247632  
0.407539296587  96.172487111530  -274.267737273486  
0.407539296587  112.421003506209  -278.593375359561  
0.407539296587  131.414736261176  -267.663134360658  
0.407539296587  153.617494667183  -270.428208313182  
0.407539296587  179.571449437164  -258.095021909110  
0.407539296587  209.910372010855  -260.779492006082  
0.407539296587  245.375110663982  -257.337152184862  
0.407539296587  286.831681334201  -263.075161008616  
0.407539296587  335.292414924956  -248.595542874759  
0.407539296587  391.940677484722  -258.548890814617  
0.407539296587  458.159766905449  -269.045052596840  
0.407539296587  535.566691770690  -251.576783038796  
0.407539296587  626.051657201482  -265.483775401853  
0.407539296587  731.824221907617  -243.154927639209  
0.407539296587  855.467253556569  -245.404811000984  
0.407539296587  1000.000000000000  -245.076646207307  

0.476393801040  0.100000000000  -256.997331506177  
0.476393801040  0.116895181650  -265.939240763248  
0.476393801040  0.136644834930  -244.494726542883  
0.476393801040  0.159731228006  -256.017056380250  
0.476393801040  0.186718109129  -269.830825361919  
